"type","modified","language","rights","rightsHolder","accessRights","bibliographicCitation","references","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","associatedMedia","associatedReferences","associatedOccurrences","associatedSequences","associatedTaxa","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","SubPhylum","Subclass","SuperOrder","Suborder","InfraOrder","SuperFamily","Subfamily"
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"1",,,,,,,,"Microcebus murinus","Microcebus murinus",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;Microcebus","Animalia","Chordata","Mammalia","Primates","Cheirogaleidae","Microcebus",,"murinus",,"species",,"(J.F. Miller, 1777)",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"2",,,,,,,,"Microcebus griseorufus","Microcebus griseorufus",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;Microcebus","Animalia","Chordata","Mammalia","Primates","Cheirogaleidae","Microcebus",,"griseorufus",,"species",,"Kollman, 1910",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"3",,,,,,,,"Microcebus berthae","Microcebus berthae",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;Microcebus","Animalia","Chordata","Mammalia","Primates","Cheirogaleidae","Microcebus",,"berthae",,"species",,"Rasoloarison et al., 2000",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"4",,,,,,,,"Microcebus myoxinus","Microcebus myoxinus",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;Microcebus","Animalia","Chordata","Mammalia","Primates","Cheirogaleidae","Microcebus",,"myoxinus",,"species",,"Peters, 1852",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"5",,,,,,,,"Microcebus ravelobensis","Microcebus ravelobensis",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;Microcebus","Animalia","Chordata","Mammalia","Primates","Cheirogaleidae","Microcebus",,"ravelobensis",,"species",,"Zimmermann et al., 1997",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"6",,,,,,,,"Microcebus bongolavensis","Microcebus bongolavensis",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;Microcebus","Animalia","Chordata","Mammalia","Primates","Cheirogaleidae","Microcebus",,"bongolavensis",,"species",,"Olivieri et al., 2007",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"7",,,,,,,,"Microcebus danfossi","Microcebus danfossi",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;Microcebus","Animalia","Chordata","Mammalia","Primates","Cheirogaleidae","Microcebus",,"danfossi",,"species",,"Olivieri et al., 2007",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"8",,,,,,,,"Microcebus margotmarshae","Microcebus margotmarshae",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;Microcebus","Animalia","Chordata","Mammalia","Primates","Cheirogaleidae","Microcebus",,"margotmarshae",,"species",,"Louis et al., 2008",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"13",,,,,,,,"Microcebus rufus","Microcebus rufus",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;Microcebus","Animalia","Chordata","Mammalia","Primates","Cheirogaleidae","Microcebus",,"rufus",,"species",,"(Lesson, 1840)",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"14",,,,,,,,"Microcebus jollyae","Microcebus jollyae",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;Microcebus","Animalia","Chordata","Mammalia","Primates","Cheirogaleidae","Microcebus",,"jollyae",,"species",,"Louis et al., 2006",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"15",,,,,,,,"Microcebus lehilahytsara","Microcebus lehilahytsara",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;Microcebus","Animalia","Chordata","Mammalia","Primates","Cheirogaleidae","Microcebus",,"lehilahytsara",,"species",,"Roos and Kappeler, 2005 in Kappeler et al., 2005",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"16",,,,,,,,"Microcebus simmonsi","Microcebus simmonsi",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;Microcebus","Animalia","Chordata","Mammalia","Primates","Cheirogaleidae","Microcebus",,"simmonsi",,"species",,"Louis et al., 2006",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"17",,,,,,,,"Microcebus macarthurii","Microcebus macarthurii",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;Microcebus","Animalia","Chordata","Mammalia","Primates","Cheirogaleidae","Microcebus",,"macarthurii",,"species",,"Radespiel et al., 2008",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"18",,,,,,,,"Microcebus mittermeieri","Microcebus mittermeieri",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;Microcebus","Animalia","Chordata","Mammalia","Primates","Cheirogaleidae","Microcebus",,"mittermeieri",,"species",,"Louis et al., 2006",,"ICZN",,,,,,,,,,
,"2013-09-19","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"19",,,,,,,,"Microcebus gerpi","Microcebus gerpi",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;Microcebus","Animalia","Chordata","Mammalia","Primates","Cheirogaleidae","Microcebus",,"gerpi",,"species",,"Radespiel et al., 2012",,"ICZN",,,,,,,,,,
",""2013-09-19"",""en"",,,,,,,,,""ONE"",,""Lemur Atlas Checklist"",,""Taxon"",,,,,,,,,""20"",,,,,,,,""Microcebus tanosi"",""Microcebus tanosi"",,,""Project to Atlas Lemur of Madagascar"",,,""ANIMALIA";CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;"Microcebus""";Animalia;Chordata;Mammalia;Primates;Cheirogaleidae;Microcebus;;tanosi;;species;;Rasoloarison et al., 2013;;ICZN
",""2013-09-19"",""en"",,,,,,,,,""ONE"",,""Lemur Atlas Checklist"",,""Taxon"",,,,,,,,,""21"",,,,,,,,""Microcebus marohita"",""Microcebus marohita"",,,""Project to Atlas Lemur of Madagascar"",,,""ANIMALIA";CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;"Microcebus""";Animalia;Chordata;Mammalia;Primates;Cheirogaleidae;Microcebus;;marohita;;species;;Rasoloarison et al., 2013;;ICZN
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"22",,,,,,,,"Mirza coquereli","Mirza coquereli",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;Mirza","Animalia","Chordata","Mammalia","Primates","Cheirogaleidae","Mirza",,"coquereli",,"species",,"(A. Grandidier, 1867)",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"23",,,,,,,,"Mirza zaza","Mirza zaza",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;Mirza","Animalia","Chordata","Mammalia","Primates","Cheirogaleidae","Mirza",,"zaza",,"species",,"Kappeler and Roos, 2005 in Kappeler et al., 2005",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"24",,,,,,,,"Allocebus trichotis","Allocebus trichotis",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;Allocebus","Animalia","Chordata","Mammalia","Primates","Cheirogaleidae","Allocebus",,"trichotis",,"species",,"Günther, 1875",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"25",,,,,,,,"Cheirogaleus medius","Cheirogaleus medius",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;Cheirogaleus","Animalia","Chordata","Mammalia","Primates","Cheirogaleidae","Cheirogaleus",,"medius",,"species",,"E. Geoffroy, 1812",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"26",,,,,,,,"Cheirogaleus sibreei","Cheirogaleus sibreei",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;Cheirogaleus","Animalia","Chordata","Mammalia","Primates","Cheirogaleidae","Cheirogaleus",,"sibreei",,"species",,"(Forsyth Major, 1896)",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"27",,,,,,,,"Cheirogaleus major","Cheirogaleus major",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;Cheirogaleus","Animalia","Chordata","Mammalia","Primates","Cheirogaleidae","Cheirogaleus",,"major",,"species",,"E. Geoffroy, 1812",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"28",,,,,,,,"Cheirogaleus crossleyi","Cheirogaleus crossleyi",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;Cheirogaleus","Animalia","Chordata","Mammalia","Primates","Cheirogaleidae","Cheirogaleus",,"crossleyi",,"species",,"A. Grandidier, 1870",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"29",,,,,,,,"Cheirogaleus minusculus","Cheirogaleus minusculus",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;Cheirogaleus","Animalia","Chordata","Mammalia","Primates","Cheirogaleidae","Cheirogaleus",,"minusculus",,"species",,"Groves, 2000",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"30",,,,,,,,"Phaner furcifer","Phaner furcifer",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;Phaner","Animalia","Chordata","Mammalia","Primates","Cheirogaleidae","Phaner",,"furcifer",,"species",,"(de Blainville, 1839)",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"31",,,,,,,,"Phaner pallescens","Phaner pallescens",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;Phaner","Animalia","Chordata","Mammalia","Primates","Cheirogaleidae","Phaner",,"pallescens",,"species",,"Groves and Tattersall, 1991",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"32",,,,,,,,"Phaner parienti","Phaner parienti",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;Phaner","Animalia","Chordata","Mammalia","Primates","Cheirogaleidae","Phaner",,"parienti",,"species",,"Groves and Tattersall, 1991",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"33",,,,,,,,"Phaner electromontis","Phaner electromontis",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;CHEIROGALEIDAE;;Phaner","Animalia","Chordata","Mammalia","Primates","Cheirogaleidae","Phaner",,"electromontis",,"species",,"Groves and Tattersall, 1991",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"34",,,,,,,,"Lepilemur mustelinus","Lepilemur mustelinus",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEPILEMURIDAE;;Lepilemur","Animalia","Chordata","Mammalia","Primates","Lepilemuridae","Lepilemur",,"mustelinus",,"species",,"I. Geoffroy, 1851",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"35",,,,,,,,"Lepilemur betsileo","Lepilemur betsileo",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEPILEMURIDAE;;Lepilemur","Animalia","Chordata","Mammalia","Primates","Lepilemuridae","Lepilemur",,"betsileo",,"species",,"Louis et al., 2006",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"36",,,,,,,,"Lepilemur microdon","Lepilemur microdon",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEPILEMURIDAE;;Lepilemur","Animalia","Chordata","Mammalia","Primates","Lepilemuridae","Lepilemur",,"microdon",,"species",,"(Forsyth Major, 1894)",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"37",,,,,,,,"Lepilemur jamesorum","Lepilemur jamesorum",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEPILEMURIDAE;;Lepilemur","Animalia","Chordata","Mammalia","Primates","Lepilemuridae","Lepilemur",,"jamesorum",,"species",,"Louis et al., 2006",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"38",,,,,,,,"Lepilemur wrightae","Lepilemur wrightae",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEPILEMURIDAE;;Lepilemur","Animalia","Chordata","Mammalia","Primates","Lepilemuridae","Lepilemur",,"wrightae",,"species",,"Louis et al., 2006",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"39",,,,,,,,"Lepilemur fleuretae","Lepilemur fleuretae",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEPILEMURIDAE;;Lepilemur","Animalia","Chordata","Mammalia","Primates","Lepilemuridae","Lepilemur",,"fleuretae",,"species",,"Louis et al., 2006",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"40",,,,,,,,"Lepilemur hollandorum","Lepilemur hollandorum",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEPILEMURIDAE;;Lepilemur","Animalia","Chordata","Mammalia","Primates","Lepilemuridae","Lepilemur",,"hollandorum",,"species",,"Ramaromilanto et al., 2009",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"41",,,,,,,,"Lepilemur seali","Lepilemur seali",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEPILEMURIDAE;;Lepilemur","Animalia","Chordata","Mammalia","Primates","Lepilemuridae","Lepilemur",,"seali",,"species",,"Louis et al., 2006",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"42",,,,,,,,"Lepilemur scottorum","Lepilemur scottorum",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEPILEMURIDAE;;Lepilemur","Animalia","Chordata","Mammalia","Primates","Lepilemuridae","Lepilemur",,"scottorum",,"species",,"Lei et al., 2008",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"43",,,,,,,,"Lepilemur milanoii","Lepilemur milanoii",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEPILEMURIDAE;;Lepilemur","Animalia","Chordata","Mammalia","Primates","Lepilemuridae","Lepilemur",,"milanoii",,"species",,"Louis et al., 2006",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"44",,,,,,,,"Lepilemur ankaranensis","Lepilemur ankaranensis",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEPILEMURIDAE;;Lepilemur","Animalia","Chordata","Mammalia","Primates","Lepilemuridae","Lepilemur",,"ankaranensis",,"species",,"Rumpler and Albignac, 1975",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"45",,,,,,,,"Lepilemur septentrionalis","Lepilemur septentrionalis",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEPILEMURIDAE;;Lepilemur","Animalia","Chordata","Mammalia","Primates","Lepilemuridae","Lepilemur",,"septentrionalis",,"species",,"Rumpler and Albignac, 1975",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"46",,,,,,,,"Lepilemur dorsalis","Lepilemur dorsalis",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEPILEMURIDAE;;Lepilemur","Animalia","Chordata","Mammalia","Primates","Lepilemuridae","Lepilemur",,"dorsalis",,"species",,"Gray, 1871",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"47",,,,,,,,"Lepilemur tymerlachsonorum","Lepilemur tymerlachsonorum",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEPILEMURIDAE;;Lepilemur","Animalia","Chordata","Mammalia","Primates","Lepilemuridae","Lepilemur",,"tymerlachsonorum",,"species",,"Louis et al., 2006",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"48",,,,,,,,"Lepilemur mittermeieri","Lepilemur mittermeieri",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEPILEMURIDAE;;Lepilemur","Animalia","Chordata","Mammalia","Primates","Lepilemuridae","Lepilemur",,"mittermeieri",,"species",,"Rabarivola et al., 2006",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"49",,,,,,,,"Lepilemur sahamalazensis","Lepilemur sahamalazensis",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEPILEMURIDAE;;Lepilemur","Animalia","Chordata","Mammalia","Primates","Lepilemuridae","Lepilemur",,"sahamalazensis",,"species",,"Andriaholinirina et al., 2006",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"50",,,,,,,,"Lepilemur grewcockorum","Lepilemur grewcockorum",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEPILEMURIDAE;;Lepilemur","Animalia","Chordata","Mammalia","Primates","Lepilemuridae","Lepilemur",,"grewcockorum",,"species",,"Louis et al., 2006",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"51",,,,,,,,"Lepilemur otto","Lepilemur otto",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEPILEMURIDAE;;Lepilemur","Animalia","Chordata","Mammalia","Primates","Lepilemuridae","Lepilemur",,"otto",,"species",,"Craul et al., 2007",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"52",,,,,,,,"Lepilemur edwardsi","Lepilemur edwardsi",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEPILEMURIDAE;;Lepilemur","Animalia","Chordata","Mammalia","Primates","Lepilemuridae","Lepilemur",,"edwardsi",,"species",,"(Forsyth Major, 1894)",,"ICZN",,,,,,,,,,
