datasource_and_rights	type	modified	language	rights	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	ownerinstitutioncode	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	occurrenceremarks	recordnumber	recordedby	individualid	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	othercatalognumbers	previousidentifications	associatedmedia	associatedreferences	associatedoccurrences	associatedsequences	associatedtaxa	eventid	samplingprotocol	samplingeffort	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	fieldnumber	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	verbatimelevation	minimumelevationinmeters	maximumelevationinmeters	verbatimdepth	minimumdepthinmeters	maximumdepthinmeters	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	pointradiusspatialfit	footprintwkt	footprintsrs	footprintspatialfit	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	identificationqualifier	typestatus	taxonid	scientificnameid	acceptednameusageid	parentnameusageid	originalnameusageid	nameaccordingtoid	namepublishedinid	taxonconceptid	scientificname	acceptednameusage	parentnameusage	originalnameusage	nameaccordingto	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	nomenclaturalstatus	taxonremarks
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					97978	NOTES: Elevation:  0m<alt.<330m		Lucienne Wilmé		1					native	present					http://macaulaylibrary.org/audio/97978								1987-12-05		339	339	1987	12	5	5 Dec 1987							;Madagascar;Toamasina;;;;;	Africa			Madagascar	Madagascar	MG	Atsinanana	Toamasina		RNI 7 d'Ankarafantsika; Station Forestiere d'Ampijoroa	Madagascar; Toamasina; ; RNI 7 d'Ankarafantsika; Station Forestiere d'Ampijoroa																-15.5	49.7666667	not recorded (forced WGS84)											requires verification																																				Varecia variegata variegata								Animalia	Chordata	Mammalia	Primates	Lemuridae	Varecia		variegata	variegata	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					126622	NOTES: anonymous good Purrs and hums		Erik Patel		1					native	present					http://macaulaylibrary.org/audio/126622								2001-10-16		289	289	2001	10	16	16 Oct 2001							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG				Sambava	Madagascar; ; ; Sambava																-14.4333333	49.7616667	not recorded (forced WGS84)											requires verification																																				Propithecus diadema candidus								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	candidus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					126601	NOTES: Howls emitted while RC (juv male), BC ( young adult male), and BB (young adult male) were spatially separated (or left behind) by the older 3 adults in the group.  Unclear exactly which of the three males were calling at this time.		Erik Patel		1					native	present					http://macaulaylibrary.org/audio/126601								2001-09-07		250	250	2001	9	7	7 Sep 2001							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG				Sambava	Madagascar; ; ; Sambava																-14.4333333	49.7616667	not recorded (forced WGS84)											requires verification																																				Propithecus diadema candidus								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	candidus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					93689	NOTES: Tech Note: HPF@0Hz. mf		Linda Macaulay		1				call	native	present					http://macaulaylibrary.org/audio/93689								1998-10-02		275	275	1998	10	2	2 Oct 1998							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG				Perinet	Madagascar; ; ; Perinet																-19	48.5	not recorded (forced WGS84)											requires verification																																				Indri indri								Animalia	Chordata	Mammalia	Primates	Indridae	Indri		indri		species			indri	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					95324			Thomas Schulenberg		1				call	native	present					http://macaulaylibrary.org/audio/95324								1991-04-01		91	91	1991	4	1	1 Apr 1991							;Madagascar;Toamasina;;;;;	Africa			Madagascar	Madagascar	MG	Atsinanana	Toamasina		Kalotsara on Sahatromoana R., Reserve Naturelle Integrale de Zahamena	Madagascar; Toamasina; ; Kalotsara on Sahatromoana R., Reserve Naturelle Integrale de Zahamena																-17.7	48.7666667	not recorded (forced WGS84)											requires verification																																				Varecia variegata								Animalia	Chordata	Mammalia	Primates	Lemuridae	Varecia		variegata		species			ruffed lemur	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					93904	NOTES: Notes: Mother with baby; one juvenile; one other adult.  Tech Note: HPF@0Hz. mf		Linda Macaulay		1				call	native	present					http://macaulaylibrary.org/audio/93904								1998-10-03		276	276	1998	10	3	3 Oct 1998							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG				Valparisa	Madagascar; ; ; Valparisa																-19	48.5	not recorded (forced WGS84)											requires verification																																				Lemur fulvus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		fulvus		species				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					97951			Lucienne Wilmé		1					native	present					http://macaulaylibrary.org/audio/97951								1987-12-03		337	337	1987	12	3	3 Dec 1987							;Madagascar;Toamasina;;;;;	Africa			Madagascar	Madagascar	MG	Atsinanana	Toamasina		Parc National Masoala; Hiaraka	Madagascar; Toamasina; ; Parc National Masoala; Hiaraka																-15.4833333	44.2666667	not recorded (forced WGS84)											requires verification																																				Varecia variegata rubra								Animalia	Chordata	Mammalia	Primates	Lemuridae	Varecia		variegata	rubra	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					125310	"NOTES: adult female and later an adult male  with tail-flagging periods and caller sex verbally noted on tape.   Her initial tail-flagging and associated ""rough grunts"" isfollowed by several other group members engaging in the tail-flagging display.  It is typical for flagging and ""rough-grunting"" to began with one highly aroused individual and then be followed by several or many other group members all flagging.   Tail flagging may be a mobbing display, though some researchers feel that is it more likely a ""distraction display"" (Dr. P.C. Wright, personal communication). No formal data exist to firmly answer this question.    NOTE GREAT ""SHRIEKS"" AT 6:38, 7:43, AND 8:14.  Such ""SHRIEKS""  are given  collectively by groups at dawn and dusk (in a chorus fashion) as well as by single spatially separated (""lost"") individuals.  LNS NOTE: Unbroken cut with internal recordist announcement/handling noise gain change (MJA, 29 June 2005)."		Erik Patel		1				call	native	present					http://macaulaylibrary.org/audio/125310								2000-04-22		113	113	2000	4	22	22 Apr 2000							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Fianarantsoa City; Ranomafana National Park	Madagascar; Fianarantsoa; ; Fianarantsoa City; Ranomafana National Park																-21.35	47.45	not recorded (forced WGS84)											requires verification																																				Eulemur fulvus rufus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur		fulvus	rufus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					125311	NOTES: Sneeze-honks and grunts.  Collared adult female known as Blue-Purple foraging.		Erik Patel		1				call	native	present					http://macaulaylibrary.org/audio/125311								2000-04-22		113	113	2000	4	22	22 Apr 2000							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Fianarantsoa City; Ranomafana National Park	Madagascar; Fianarantsoa; ; Fianarantsoa City; Ranomafana National Park																-21.35	47.45	not recorded (forced WGS84)											requires verification																																				Eulemur rubriventer								Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur		rubriventer		species			red-bellied lemur	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					125305	"NOTES: Fulvus tail-flagging somewhat and much some inter-group social activity.  Note the unique ""gobble-call"" at 1:00 which seemed to be given primarily during hasty, quick movements (especially departures) through the trees more associated with play/social activity..chases etc...rather than movement associated with general travel and foraging.  ""Gobble call"" (1:00) was a relatively rare vocal...lucky to have gotten a few recordings."		Erik Patel		1				call	native	present					http://macaulaylibrary.org/audio/125305								2000-04-22		113	113	2000	4	22	22 Apr 2000							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Fianarantsoa City; Ranomafana National Park	Madagascar; Fianarantsoa; ; Fianarantsoa City; Ranomafana National Park																-21.35	47.45	not recorded (forced WGS84)											requires verification																																				Eulemur fulvus rufus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur		fulvus	rufus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					97937	NOTES: Recordist- Group of 8 with Hapalemur griseus Elevation:  500m<alt.<900m		Lucienne Wilmé		1					native	present					http://macaulaylibrary.org/audio/97937								1988-04-15		106	106	1988	4	15	15 Apr 1988							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Parc National Ranomafana	Madagascar; Fianarantsoa; ; Parc National Ranomafana																-21.2666667	47.4666667	not recorded (forced WGS84)											requires verification																																				Propithecus diadema edwardsi								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	edwardsi	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					126604	NOTES: likely single male emitted howl  Background Hums throughout  RC Zzuss		Erik Patel		1					native	present					http://macaulaylibrary.org/audio/126604								2001-09-07		250	250	2001	9	7	7 Sep 2001							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG				Sambava	Madagascar; ; ; Sambava																-14.4333333	49.7616667	not recorded (forced WGS84)											requires verification																																				Propithecus diadema candidus								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	candidus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					95417			Thomas Schulenberg		1				call	native	present					http://macaulaylibrary.org/audio/95417								1995-10-03		276	276	1995	10	3	3 Oct 1995							;Madagascar;Toamasina;;;;;	Africa			Madagascar	Madagascar	MG	Atsinanana	Toamasina		Reserve Speciale D'analamazaotra (perinet)	Madagascar; Toamasina; ; Reserve Speciale D'analamazaotra (perinet)																-18.4666667	48.4666667	not recorded (forced WGS84)											requires verification																																				Indri indri								Animalia	Chordata	Mammalia	Primates	Indridae	Indri		indri		species			indri	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					98784	NOTES: Elevation:  500m<alt.<2000m		Lucienne Wilmé		1					native	present					http://macaulaylibrary.org/audio/98784								1988-10-17		291	291	1988	10	17	17 Oct 1988							;Madagascar;Antsiranana;;;;;	Africa			Madagascar	Madagascar	MG				Reserve Naturelle Integrale 12 de Marojejy	Madagascar; Antsiranana; ; Reserve Naturelle Integrale 12 de Marojejy																-14.4333333	49.25	not recorded (forced WGS84)											requires verification																																				Propithecus diadema candidus								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	candidus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					95613			Thomas Schulenberg		1					native	present					http://macaulaylibrary.org/audio/95613								1997-02-20		51	51	1997	2	20	20 Feb 1997							;Madagascar;Mahajanga;;;;;					Madagascar		Mahajanga			Karambao River, Just Below Lac Tsimaloto, Rni D'ankarafantsika	Madagascar; Mahajanga; ; Karambao River, Just Below Lac Tsimaloto, Rni D'ankarafantsika																-16.2166667	47.1333333	not recorded (forced WGS84)											requires verification																																				Lemur fulvus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		fulvus		species				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					126610	NOTES: Camp 3 Zzuss and purr.  Maybe male		Erik Patel		1					native	present					http://macaulaylibrary.org/audio/126610								2001-11-16		320	320	2001	11	16	16 Nov 2001							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG				Sambava	Madagascar; ; ; Sambava																-14.4333333	49.7616667	not recorded (forced WGS84)											requires verification																																				Propithecus diadema candidus								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	candidus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					95330			Thomas Schulenberg		1				call	native	present					http://macaulaylibrary.org/audio/95330								1991-04-07		97	97	1991	4	7	7 Apr 1991							;Madagascar;Toamasina;;;;;	Africa			Madagascar	Madagascar	MG	Atsinanana	Toamasina		Kalotsara on Sahatromoana R., Reserve Naturelle Integrale de Zahamena	Madagascar; Toamasina; ; Kalotsara on Sahatromoana R., Reserve Naturelle Integrale de Zahamena																-17.7	48.7666667	not recorded (forced WGS84)											requires verification																																				Varecia variegata								Animalia	Chordata	Mammalia	Primates	Lemuridae	Varecia		variegata		species			ruffed lemur	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					125300	"NOTES: Moving water in background.  Also loud insect (Cicada?) siren-type sound.  Ignore some dead air time about 1/4 of the way through the first cut..still condsidered the same cut...same animal, locale, context, date/time.  This is a very common ""contact"" call given while stationary/resting and also during foraging and movement.  Sounds quite similar to the ""contact"" calls given in similar circumstances by Hapalemur griseus, perhaps also Hapalemur simus. With increased arousal/stress/alarm and concomitant tail-flagging, this grunt is emitted at higher rates than during the calmer foraging epidode during this cut."		Erik Patel		1				call	native	present					http://macaulaylibrary.org/audio/125300								2000-04-17		108	108	2000	4	17	17 Apr 2000							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Fianarantsoa City; Ranomafana National Park	Madagascar; Fianarantsoa; ; Fianarantsoa City; Ranomafana National Park																-21.35	47.45	not recorded (forced WGS84)											requires verification																																				Hapalemur aureus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Hapalemur		aureus		species			golden bamboo lemur	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					95881	NOTES: Elevation:  500m<alt.<900m		Lucienne Wilmé		1					native	present					http://macaulaylibrary.org/audio/95881								1986-11-14		318	318	1986	11	14	14 Nov 1986							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Parc National Ranomafana	Madagascar; Fianarantsoa; ; Parc National Ranomafana																-21.2666667	47.4666667	not recorded (forced WGS84)											requires verification																																				Propithecus diadema edwarsi								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	edwarsi	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					125336	NOTES: Grunts  Simultaneous video see ER Patel		Erik Patel		1				call	native	present					http://macaulaylibrary.org/audio/125336								2000-06-10		162	162	2000	6	10	10 Jun 2000							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Fianarantsoa City; Ranomafana National Park	Madagascar; Fianarantsoa; ; Fianarantsoa City; Ranomafana National Park																-21.35	47.45	not recorded (forced WGS84)											requires verification																																				Eulemur fulvus rufus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur		fulvus	rufus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					92892			Thomas Schulenberg		1				call	native	present					http://macaulaylibrary.org/audio/92892								1989-09-14		257	257	1989	9	14	14 Sep 1989							;Madagascar;Toliara;;;;;	Africa			Madagascar	Madagascar	MG	Atsimo-Andrefana			Mandena Forest, 8 Km Ne Tolagnaro (fort Dauphin)	Madagascar; Toliara; ; Mandena Forest, 8 Km Ne Tolagnaro (fort Dauphin)																-24.9666667	47.0166667	not recorded (forced WGS84)											requires verification																																				Hapalemur griseus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Hapalemur		griseus		species			bamboo lemur	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					125319	NOTES: Good purrs and trills while feeding. Good foraging sounds.  Loud bamboo crushing sounds. LNS NOTE: Unbroken cut with internal recordist announcement/handling noise gain change (MJA, 29 June 2005).		Erik Patel		1				call	native	present					http://macaulaylibrary.org/audio/125319								2000-05-07		128	128	2000	5	7	7 May 2000							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Fianarantsoa City; Ranomafana National Park	Madagascar; Fianarantsoa; ; Fianarantsoa City; Ranomafana National Park																-21.2333333	47.3833333	not recorded (forced WGS84)											requires verification																																				Hapalemur simus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Hapalemur		simus		species			greater bamboo lemur	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					126602	NOTES: Howls emitted while RC (juv male), BC ( young adult male), and BB (young adult male) were spatially separated (or left behind) by the older 3 adults in the group.  Unclear exactly which of the three males were calling at this time.		Erik Patel		1					native	present					http://macaulaylibrary.org/audio/126602								2001-09-07		250	250	2001	9	7	7 Sep 2001							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG				Sambava	Madagascar; ; ; Sambava																-14.4333333	49.7616667	not recorded (forced WGS84)											requires verification																																				Propithecus diadema candidus								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	candidus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					125307	NOTES: (Propithecus diadema edwardsi)....some do sound like sifaka chatter-squeels but vocalizers are far away.		Erik Patel		1					native	present					http://macaulaylibrary.org/audio/125307								2000-04-23		114	114	2000	4	23	23 Apr 2000							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Fianarantsoa City; Ranomafana National Park	Madagascar; Fianarantsoa; ; Fianarantsoa City; Ranomafana National Park																-21.45	47.45	not recorded (forced WGS84)											requires verification																																				Propithecus diadema edwardsi								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	edwardsi	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					97522	NOTES: Elevation:  0m<alt.<430m		Lucienne Wilmé		1					native	present					http://macaulaylibrary.org/audio/97522								1987-06-12		163	163	1987	6	12	12 Jun 1987							;Madagascar;Antsiranana;;;;;	Africa			Madagascar	Madagascar	MG				Reserve Naturelle Integrale 6 de Lokobe	Madagascar; Antsiranana; ; Reserve Naturelle Integrale 6 de Lokobe																-13.4166667	48.3333333	not recorded (forced WGS84)											requires verification																																				Lemur macaco								Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		macaco		species				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					95531			Thomas Schulenberg		1					native	present					http://macaulaylibrary.org/audio/95531								1997-02-07		38	38	1997	2	7	7 Feb 1997							;Madagascar;Mahajanga;;;;;					Madagascar		Mahajanga			Ankarokaroka, Ca 5 Km Sw Ampijoroa	Madagascar; Mahajanga; ; Ankarokaroka, Ca 5 Km Sw Ampijoroa																-16.2666667	47.05	not recorded (forced WGS84)											requires verification																																				Propithecus verreauxi coquereli								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		verreauxi	coquereli	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					97540	NOTES: Elevation:  8m<alt.<50m		Lucienne Wilmé		1					native	present					http://macaulaylibrary.org/audio/97540								1987-07-19		200	200	1987	7	19	19 Jul 1987							;Madagascar;Mahajanga;;;;;					Madagascar		Mahajanga			Lac Kinkony	Madagascar; Mahajanga; ; Lac Kinkony																-16.1666667	45.8333333	not recorded (forced WGS84)											requires verification																																				Propithecus verreauxi deckeni								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		verreauxi	deckeni	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					97475	NOTES: Notes on tape: I believe she says this is an interaction between 2 groups. 7jun99mf Elevation:  850m<alt.<1475m		Lucienne Wilmé		1					native	present					http://macaulaylibrary.org/audio/97475								1987-05-18		138	138	1987	5	18	18 May 1987							;Madagascar;Antsiranana;;;;;	Africa			Madagascar	Madagascar	MG				Parc National De La Montagne D'ambre	Madagascar; Antsiranana; ; Parc National De La Montagne D'ambre																-12.6666667	49.1666667	not recorded (forced WGS84)											requires verification																																				Eulemur coronatus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur		coronatus		species			crowned lemur	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					126612	NOTES: Camp 3 adult zzuss.		Erik Patel		1					native	present					http://macaulaylibrary.org/audio/126612								2001-11-16		320	320	2001	11	16	16 Nov 2001							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG				Sambava	Madagascar; ; ; Sambava																-14.4333333	49.7616667	not recorded (forced WGS84)											requires verification																																				Propithecus diadema candidus								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	candidus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					125302	NOTES: grunts and sneeze-honks while foraging and light travel around dusk.  One question is why do they add the sneeze-honks at certain times in addition to the common grunts which are typically given during foraging-associated movement.  Grunts were almost never seen to be given while the rubriventers were stationary.  The sneeze-honk addition may be associated with higher arousal states.  For example, in one agonistic confrontation between a Malagasy Striped Civet (Fossa fosana) a lone rubriventer male was seen (not by myself) to emit many of the sneeze-honks and with much greater amplitude, and rate than normally (Mitchell Irwin, Anthropology Graduate Student at StoneyBrook, personal communication). LNS NOTE: Unbroken cut with internal recordist announcement/handling noise gain change (MJA, 29 June 2005).		Erik Patel		1				call	native	present					http://macaulaylibrary.org/audio/125302								2000-04-18		109	109	2000	4	18	18 Apr 2000							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Fianarantsoa City; Ranomafana National Park	Madagascar; Fianarantsoa; ; Fianarantsoa City; Ranomafana National Park																-21.35	47.45	not recorded (forced WGS84)											requires verification																																				Eulemur rubriventer								Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur		rubriventer		species			red-bellied lemur	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					95322			Thomas Schulenberg		1				call	native	present					http://macaulaylibrary.org/audio/95322								1991-04-01		91	91	1991	4	1	1 Apr 1991							;Madagascar;Toamasina;;;;;	Africa			Madagascar	Madagascar	MG	Atsinanana	Toamasina		Kalotsara on Sahatromoana R., Reserve Naturelle Integrale de Zahamena	Madagascar; Toamasina; ; Kalotsara on Sahatromoana R., Reserve Naturelle Integrale de Zahamena																-17.7	48.7666667	not recorded (forced WGS84)											requires verification																																				Varecia variegata								Animalia	Chordata	Mammalia	Primates	Lemuridae	Varecia		variegata		species			ruffed lemur	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					95932	"NOTES: Note on J-card says ""Indri    alarme""      mf Elevation:  930m<alt<1040m"		Lucienne Wilmé		1				call	native	present					http://macaulaylibrary.org/audio/95932								1986-11-29		333	333	1986	11	29	29 Nov 1986							;Madagascar;Toamasina;;;;;	Africa			Madagascar	Madagascar	MG	Atsinanana	Toamasina		Reserve Speciale Perinet Analamazaotra	Madagascar; Toamasina; ; Reserve Speciale Perinet Analamazaotra																-18.4666667	48.4666667	not recorded (forced WGS84)											requires verification																																				Indri indri								Animalia	Chordata	Mammalia	Primates	Indridae	Indri		indri		species			indri	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					85843	NOTES: Recordist- Brown Lemurs eating and grunting.    Field tape is labelled as U4, but was found in, and matches list on, box labelled U2.     Lucienne Wilm¿ notes:  0-1:00 at least = Lemur catta & probably -> 2:06.		Nigel Tucker		1					native	present					http://macaulaylibrary.org/audio/85843								1988-11-04		309	309	1988	11	4	4 Nov 1988							;Madagascar;Toliara;;;;;	Africa			Madagascar	Madagascar	MG	Atsimo-Andrefana			Berenty Reserve	Madagascar; Toliara; ; Berenty Reserve																-25	46.3	not recorded (forced WGS84)											requires verification																																				Lemur fulvus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		fulvus		species				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					125309	NOTES: grunts and sneeze-honks while foraging by adult female. LNS NOTE: Unbroken cut with internal recordist announcement/handling noise gain change (MJA, 29 June 2005).		Erik Patel		1				call	native	present					http://macaulaylibrary.org/audio/125309								2000-04-22		113	113	2000	4	22	22 Apr 2000							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Fianarantsoa City; Ranomafana National Park	Madagascar; Fianarantsoa; ; Fianarantsoa City; Ranomafana National Park																-21.35	47.45	not recorded (forced WGS84)											requires verification																																				Eulemur rubriventer								Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur		rubriventer		species			red-bellied lemur	ICZN			
