datasource_and_rights	type	modified	language	rights	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	ownerinstitutioncode	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	occurrenceremarks	recordnumber	recordedby	individualid	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	othercatalognumbers	previousidentifications	associatedmedia	associatedreferences	associatedoccurrences	associatedsequences	associatedtaxa	eventid	samplingprotocol	samplingeffort	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	fieldnumber	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	verbatimelevation	minimumelevationinmeters	maximumelevationinmeters	verbatimdepth	minimumdepthinmeters	maximumdepthinmeters	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	pointradiusspatialfit	footprintwkt	footprintsrs	footprintspatialfit	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	identificationqualifier	typestatus	taxonid	scientificnameid	acceptednameusageid	parentnameusageid	originalnameusageid	nameaccordingtoid	namepublishedinid	taxonconceptid	scientificname	acceptednameusage	parentnameusage	originalnameusage	nameaccordingto	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	nomenclaturalstatus	taxonremarks
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: unknown		BOM-6070			Edward Gerrard Jr		1	unknown						skeleton (dry)	unknown	previous number=MCZ 6070		http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:BOM-6070								1700-01-01		0					[date unknown]							Africa, Madagascar	Africa				Madagascar																																																								[no agent data], [no agent data]				"Originally cataloged in ""Bones of Mammals"".  Numbers 6070 to 6076 are in one First Series box."											Propithecus diadema edwardsi							Animalia Chordata Mammalia Primates Indridae Propithecus diadema edwardsi	Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	edwardsi			(A. Grandidier, 1817)		ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen					44879			Grandidier Collection		1							skull (dry)	unknown			http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:44879								1700-01-01		0					[date unknown]							Africa, Madagascar	Africa				Madagascar					forest of Nanaka, Sihanaka																																																			[no agent data], [no agent data]															Avahi laniger							Animalia Chordata Mammalia Primates Indridae Avahi laniger	Animalia	Chordata	Mammalia	Primates	Indridae	Avahi		laniger				(Gmelin, 1788)		ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: unknown		8042			Chulliat		1	unknown						skull (dry); skin (dry)	unknown			http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:8042								1700-01-01		0					[date unknown]							Africa, Madagascar	Africa				Madagascar					Antanala																																																			[no agent data]															Propithecus diadema edwardsi							Animalia Chordata Mammalia Primates Indridae Propithecus diadema edwardsi	Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	edwardsi			(A. Grandidier, 1817)		ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: male		44916		1668	Grandidier Collection, Bluntschli		1	male						skull (dry)	unknown	collector number=1668		http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:44916								1931-01-01		0					Sent to him by Col. Bluntschli / 1931							Africa, Madagascar	Africa				Madagascar					Valley of Ranomafana																																																			[no agent data], [no agent data]				Endangered species.											Hapalemur griseus griseus							Animalia Chordata Mammalia Primates Lemuridae Hapalemur griseus griseus	Animalia	Chordata	Mammalia	Primates	Lemuridae	Hapalemur		griseus	griseus			(Link, 1795)		ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: unknown		44927			Grandidier Collection, DéCary		1	unknown						skull (dry); skin (dry); other (cast)	unknown	additional number=J		http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:44927								1931-11-05		0					Sent to him by Decary / 5.Nov.1931							Africa, Madagascar	Africa				Madagascar					southern Madagascar, Ambovombe																																																			[no agent data], [no agent data]				Endangered species.											Lepilemur mustelinus leucopus							Animalia Chordata Mammalia Primates Lemuridae Lepilemur mustelinus leucopus	Animalia	Chordata	Mammalia	Primates	Lemuridae	Lepilemur		mustelinus	leucopus					ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: unknown		BOM-6290			[no agent data]		1	unknown						skull (dry)	unknown	previous number=MCZ 6290		http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:BOM-6290								1700-01-01		0					[date unknown]							[no higher geography data]	[no higher geography data]																																																												[no agent data], [no agent data]				"Originally catalogued in ""Bones of Mammals""."											Lepilemur mustelinus							Animalia Chordata Mammalia Primates Lemuridae Lepilemur mustelinus	Animalia	Chordata	Mammalia	Primates	Lemuridae	Lepilemur		mustelinus				I. Geoffroy Saint-Hilaire, 1851		ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: male		16383		60	Frederick Roelker Wulsin		1	male						skull (dry); skin (dry)	unknown	additional number=60; collector number=60		http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:16383								1700-01-01		0					[date unknown]							Africa, Madagascar	Africa				Madagascar					25 kilometers east of Tulear																																																			[no agent data], [no agent data]															Propithecus verreauxi verreauxi							Animalia Chordata Mammalia Primates Indridae Propithecus verreauxi verreauxi	Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		verreauxi	verreauxi					ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: female		16357		23	Frederick Roelker Wulsin		1	female						skull (dry); skin (dry)	unknown	additional number=23; collector number=23		http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:16357								1700-01-01		0					[date unknown]							Africa, Madagascar	Africa				Madagascar					upper Siribihina River																																																			[no agent data], [no agent data]															Lemur fulvus rufus							Animalia Chordata Mammalia Primates Lemuridae Lemur fulvus rufus	Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		fulvus	rufus					ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: unknown		44868			Grandidier Collection, DéCary		1	unknown						skin (dry)	unknown			http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:44868								1932-06-01		0					Sent to him by M. Decary / June 1932							Africa, Madagascar	Africa				Madagascar					southeast Madagascar, lower Mandrare Valley																																																			[no agent data], [no agent data]				Skull is one of the following: MCZ 44863 - 44867 (old nos. 1 -5); it is not clear exactly which number.											Propithecus verreauxi verreauxi							Animalia Chordata Mammalia Primates Indridae Propithecus verreauxi verreauxi	Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		verreauxi	verreauxi					ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: male		16355		18	Frederick Roelker Wulsin		1	male						skull (dry); skin (dry); skeleton (dry)	unknown	additional number=18; collector number=18		http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:16355								1700-01-01		0					[date unknown]							Africa, Madagascar	Africa				Madagascar					upper Siribihina River, Bemara Gorges																																																			[no agent data], [no agent data]				No femora.											Lemur fulvus rufus							Animalia Chordata Mammalia Primates Lemuridae Lemur fulvus rufus	Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		fulvus	rufus					ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen					BOM-9441		51578 ?	Frederick Roelker Wulsin		1							skeleton (dry)	unknown	collector number=51578 ?; previous number=MCZ 9441, SI 578 [?]		http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:BOM-9441								1700-01-01		0					[date unknown]							Africa, Madagascar	Africa				Madagascar																																																								[no agent data], [no agent data]				"""These [leg bones] go with one of the skins which were made over, but no record was made.""  First two digits or initials of original number are hard to read, MER/1994."											Lemur fulvus rufus							Animalia Chordata Mammalia Primates Lemuridae Lemur fulvus rufus	Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		fulvus	rufus					ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: male		44880			Grandidier Collection		1	male						skull (dry); skeleton (dry)	unknown			http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:44880								1928-08-01		0					August 1928							Africa, Madagascar	Africa				Madagascar					Forest of East																																																			[no agent data], [no agent data]															Avahi laniger laniger							Animalia Chordata Mammalia Primates Indridae Avahi laniger laniger	Animalia	Chordata	Mammalia	Primates	Indridae	Avahi		laniger	laniger					ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen					45820			Grandidier Collection, DéCary		1							whole animal (ethanol)	unknown			http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:45820								1700-01-01		0					[date unknown]							Africa, Madagascar, Fort Dauphin	Africa				Madagascar		Fort Dauphin			Ranopiso, near Fort Dauphin																																																			[no agent data], [no agent data]															Microcebus murinus smithii ?							Animalia Chordata Mammalia Primates Cheirogaleidae Microcebus murinus smithii	Animalia	Chordata	Mammalia	Primates	Cheirogaleidae	Microcebus		murinus	smithii					ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: male		16334			Frederick Roelker Wulsin		1	male						skull (dry); skin (dry)	unknown			http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:16334								1915-04-24		0					24/4/1915							Africa, Madagascar	Africa				Madagascar					Tulear																																																			[no agent data], [no agent data]															Microcebus murinus murinus							Animalia Chordata Mammalia Primates Cheirogaleidae Microcebus murinus murinus	Animalia	Chordata	Mammalia	Primates	Cheirogaleidae	Microcebus		murinus	murinus					ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: unknown		45796			Grandidier Collection, DéCary		1	unknown						whole animal (ethanol)	unknown			http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:45796								1932-01-01		0					Sent by / Decary / 1932							Africa, Madagascar, Toliara	Africa				Madagascar		Toliara			southern Madagascar, Ambovombe																																																			[no agent data], [no agent data]															Microcebus murinus murinus							Animalia Chordata Mammalia Primates Cheirogaleidae Microcebus murinus murinus	Animalia	Chordata	Mammalia	Primates	Cheirogaleidae	Microcebus		murinus	murinus					ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: unknown		45740			Grandidier Collection, Darcis		1	unknown						whole animal (ethanol)	unknown			http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:45740								1931-08-01		0					Sent by Darcis / Aug. 1931							Africa, Madagascar	Africa				Madagascar					west coast of Madagascar, Forest of Analaivo, near Morondana																																																			[no agent data], [no agent data]				Specimen probably belongs with MCZ #44934 (M. Massaro 1986).											Lepilemur mustelinus ruficaudatus							Animalia Chordata Mammalia Primates Lemuridae Lepilemur mustelinus ruficaudatus	Animalia	Chordata	Mammalia	Primates	Lemuridae	Lepilemur		mustelinus	ruficaudatus					ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: male		16375		19	Frederick Roelker Wulsin		1	male						skull (dry); skin (dry)	unknown	additional number=19; collector number=19		http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:16375								1915-07-02		0					2/7/1915							Africa, Madagascar	Africa				Madagascar					Siribihina River																																																			[no agent data], [no agent data]															Propithecus verreauxi verreauxi							Animalia Chordata Mammalia Primates Indridae Propithecus verreauxi verreauxi	Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		verreauxi	verreauxi					ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: unknown		BOM-6076			Edward Gerrard Jr		1	unknown						skeleton (dry)	unknown	previous number=MCZ 6076		http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:BOM-6076								1700-01-01		0					[date unknown]							Africa, Madagascar	Africa				Madagascar																																																								[no agent data], [no agent data]				"Originally cataloged in ""Bones of Mammals"".  Numbers 6070 to 6076 are in one First Series box."											Propithecus diadema edwardsi							Animalia Chordata Mammalia Primates Indridae Propithecus diadema edwardsi	Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	edwardsi			(A. Grandidier, 1817)		ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: male		16380			Frederick Roelker Wulsin		1	male						skull (dry); skin (dry)	unknown	additional number=25		http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:16380								1915-07-02		0					2/7/1915							Africa, Madagascar	Africa				Madagascar					Siribihina River, Bemara gorges																																																			[no agent data], [no agent data]															Propithecus verreauxi verreauxi							Animalia Chordata Mammalia Primates Indridae Propithecus verreauxi verreauxi	Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		verreauxi	verreauxi					ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: unknown		BOM-6075			Edward Gerrard Jr		1	unknown						skeleton (dry)	unknown	previous number=MCZ 6075		http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:BOM-6075								1700-01-01		0					[date unknown]							Africa, Madagascar	Africa				Madagascar																																																								[no agent data], [no agent data]				"Originally cataloged in ""Bones of Mammals"".  Numbers 6070 to 6076 are in one First Series box."											Propithecus diadema edwardsi							Animalia Chordata Mammalia Primates Indridae Propithecus diadema edwardsi	Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	edwardsi			(A. Grandidier, 1817)		ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: male		44878			Grandidier Collection		1	male						skull (dry); skin (dry); skeleton (dry)	unknown			http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:44878								1930-10-01		0					October 1930							Africa, Madagascar	Africa				Madagascar					forest of [either] Nanaka or Sihanaka																																																			[no agent data], [no agent data]															Avahi laniger laniger							Animalia Chordata Mammalia Primates Indridae Avahi laniger laniger	Animalia	Chordata	Mammalia	Primates	Indridae	Avahi		laniger	laniger					ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: male		44899			Grandidier Collection, Lavauden		1	male						skull (dry); skin (dry); skeleton (dry)	unknown			http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:44899								1928-09-01		0					Sent to him by M. Lavander / Sept. 1928							Africa, Madagascar	Africa				Madagascar					Forest of Antsianaka																																																			[no agent data]															Lemur rubriventer							Animalia Chordata Mammalia Primates Lemuridae Lemur rubriventer	Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		rubriventer						ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: male		44920			Grandidier Collection		1	male						skull (dry); skin (dry)	unknown			http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:44920								1930-01-01		0					January 1930							Africa, Madagascar	Africa				Madagascar					Antanambalana, northeast Maroantsetra																																																			[no agent data], [no agent data], [no agent data]				Endangered species.											Hapalemur griseus griseus							Animalia Chordata Mammalia Primates Lemuridae Hapalemur griseus griseus	Animalia	Chordata	Mammalia	Primates	Lemuridae	Hapalemur		griseus	griseus			(Link, 1795)		ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: not recorded		6386			Henry Augustus Ward		1	not recorded						skin (mounted)	not applicable			http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:6386								1700-01-01		0					[no date data]							Africa, Madagascar	Africa				Madagascar					[no specific locality data]																																																			Henry Augustus Ward															Hapalemur griseus							Animalia Chordata Mammalia Primates Lemuridae Hapalemur griseus	Animalia	Chordata	Mammalia	Primates	Lemuridae	Hapalemur		griseus				(Link, 1795)		ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: unknown		45128			Grandidier Collection		1	unknown						skull (dry)	unknown			http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:45128								1929-01-01		0					1929							Africa, Madagascar	Africa				Madagascar					Ivohibe region																																																			[no agent data]				Endangered species.											Lemur catta							Animalia Chordata Mammalia Primates Lemuridae Lemur catta	Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		catta				Linnaeus, 1758		ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: male		44857		1	E. Drouhard, Grandidier Collection		1	male						skull (dry); skin (dry); skeleton (dry)	unknown	collector number=1		http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:44857								1700-01-01		0					sent to him by M. Drouhard							Africa, Madagascar	Africa				Madagascar					northern Madagascar, Analamera Forest, southeast of Diego-Suarez																																																			[no agent data], [no agent data]				Type of Propithecus perrieri; see Compt. Re nd. Acad. Sci. Paris, 193(1): 77, 6 July 1931.; more info (in French) on skin tag; Original #1 Grandidier Collection.		Type									Propithecus diadema perrieri							Animalia Chordata Mammalia Primates Indridae Propithecus diadema perrieri	Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	perrieri			(Lavauden, 1931)		ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: female		16376		35	Frederick Roelker Wulsin		1	female						skull (dry); skin (dry)	unknown	additional number=35; collector number=35		http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:16376								1915-07-03		0					3/7/1915							Africa, Madagascar	Africa				Madagascar					Siribihina River, Bemara gorges																																																			[no agent data], [no agent data]															Propithecus verreauxi verreauxi							Animalia Chordata Mammalia Primates Indridae Propithecus verreauxi verreauxi	Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		verreauxi	verreauxi					ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: unknown		BOM-5050			Edward Gerrard Jr		1	unknown						skull (dry)	unknown	previous number=MCZ 5050		http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:BOM-5050								1700-01-01		0					[date unknown]							Africa, Madagascar	Africa				Madagascar																																																								[no agent data], [no agent data]				"Catalogued in ""Bones of Mammals""."											Indri indri							Animalia Chordata Mammalia Primates Indridae Indri indri	Animalia	Chordata	Mammalia	Primates	Indridae	Indri		indri				(Gmelin, 1788)		ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen					44891			Grandidier Collection		1							other (unknown)	unknown			http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:44891								1700-01-01		0					[date unknown]							Africa, Madagascar, Toliara	Africa				Madagascar		Toliara			Province of Fort Dauphin (Taolanaro), Forest of Manangotry, Esaka Ivondro																																																			[no agent data], [no agent data]															Lemur fulvus collaris							Animalia Chordata Mammalia Primates Lemuridae Lemur fulvus collaris	Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		fulvus	collaris					ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen					45813			Grandidier Collection, DéCary		1							whole animal (ethanol)	unknown			http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:45813								1932-01-01		0					Sent by / Decary / 1932							Africa, Madagascar, Fort Dauphin	Africa				Madagascar		Fort Dauphin			Ranopiso, near Fort Dauphin																																																			[no agent data], [no agent data]				One kidney, suprarenal, and reproductive tract removed by Alan Walker for sectioning by Angela R. Glatston, 4 November 1976.											Microcebus murinus smithii ?							Animalia Chordata Mammalia Primates Cheirogaleidae Microcebus murinus smithii	Animalia	Chordata	Mammalia	Primates	Cheirogaleidae	Microcebus		murinus	smithii					ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: female		16368		21	Frederick Roelker Wulsin		1	female						skull (dry); skin (dry); skeleton (dry)	unknown	additional number=21; collector number=21		http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:16368								1915-07-02		0					2/7/1915							Africa, Madagascar	Africa				Madagascar					upper Siribihina River																																																			[no agent data], [no agent data]															Lemur fulvus rufus							Animalia Chordata Mammalia Primates Lemuridae Lemur fulvus rufus	Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		fulvus	rufus					ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: male		16390		79	Frederick Roelker Wulsin		1	male						skull (dry); skin (dry)	unknown	additional number=79; collector number=79		http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:16390								1915-09-29		0					29/9/1915							Africa, Madagascar	Africa				Madagascar					Didy, East Forest																																																			[no agent data], [no agent data]															Propithecus diadema diadema							Animalia Chordata Mammalia Primates Indridae Propithecus diadema diadema	Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	diadema			(Bennett, 1832)		ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: unknown		45319			Edgar Aubert de la Rue, Grandidier Collection		1	unknown						whole animal (ethanol)	unknown			http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:45319								1930-10-01		0					Sent to him / Oct. 1930 by / Aubert de la Rue							Africa, Madagascar	Africa				Madagascar					Andriafavelo, 42 kilometers northeast of Maintirano																																																			[no agent data]				Endangered species.											Propithecus verreauxi deckenii							Animalia Chordata Mammalia Primates Indridae Propithecus verreauxi deckenii	Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		verreauxi	deckenii					ICZN			
http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet									b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			sex: female		44842			Bluntschli, Grandidier Collection		1	female						skull (dry); skin (dry); skeleton (dry)	unknown	additional number=2026; additional number=2027		http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:44842								1931-01-01		0					Coll. Bluntschli 1931							Africa, Madagascar, Fort Dauphin	Africa				Madagascar		Fort Dauphin			Amboasary, lower Mandrare River																																																			[no agent data], [no agent data]															Microcebus murinus murinus							Animalia Chordata Mammalia Primates Cheirogaleidae Microcebus murinus murinus	Animalia	Chordata	Mammalia	Primates	Cheirogaleidae	Microcebus		murinus	murinus					ICZN			
